1	0
2	0
3	0.0311236
4	0.0523443
5	0.0594178
6	0.0452707
7	0.0226354
8	0.0169765
9	0.0198059
10	0.0198059
11	0.0169765
12	0.0141471
13	0.00848826
14	0.0212207
15	0.0198059
1	0
1.5	0
2	0
2.5	0.0127324
3	0.0240501
3.5	0.0466854
4	0.0594178
4.5	0.0679061
5	0.063662
5.5	0.0325383
6	0.043856
6.5	0.0268795
7	0.0268795
7.5	0.0183912
8	0.0268795
8.5	0.0141471
9	0.0141471
9.5	0.0198059
10	0.0198059
10.5	0.0155618
11	0.0198059
11.5	0.0183912
12	0.0169765
12.5	0.0127324
13	0.0240501
13.5	0.0183912
14	0.0183912
14.5	0.0155618
15	0.0127324
15.5	0.0254648
16	0.0198059
16.5	0.0240501
17	0.0183912
17.5	0.0311236
18	0.0268795
18.5	0.0268795
19	0.0212207
19.5	0.0367825
20	0.0495149
1	0
1.5	0
2	0
2.5	0.00848826
3	0.0268795
3.5	0.0466854
4	0.0749797
4.5	0.0693208
5	0.0565884
5.5	0.0509296
6	0.0523443
6.5	0.043856
7	0.0226354
7.5	0.0254648
8	0.0268795
8.5	0.0282942
9	0.0155618
9.5	0.0254648
10	0.00848826
10.5	0.0141471
11	0.0155618
11.5	0.00990297
12	0.0198059
12.5	0.0141471
13	0.0254648
13.5	0.0155618
14	0.0311236
14.5	0.0169765
15	0.00848826
15.5	0.0183912
16	0.0212207
16.5	0.0254648
17	0.0410266
17.5	0.0240501
18	0.0212207
18.5	0.0155618
19	0.0198059
19.5	0.0282942
20	0.043856
20.5	0.0594178
21	0.0650767
21.5	0.0763944
22	0.0990297
22.5	0.0905415
23	0.0721502
23.5	0.0367825
24	0.00707355
24.5	0.00141471
25	0
25.5	0
26	0
26.5	0
27	0
27.5	0
28	0.00141471
28.5	0
29	0
29.5	0
1	0
1.5	0
2	0
2.5	0.00707355
3	0.0212207
3.5	0.0240501
4	0.0353678
4.5	0.0325383
5	0.0396119
5.5	0.0183912
6	0.0183912
6.5	0.0155618
7	0.00990297
7.5	0.0155618
8	0.0141471
8.5	0.00848826
9	0.0155618
9.5	0.0155618
10	0.00848826
10.5	0.0155618
11	0.0127324
1	0
2	0
3	0.0155618
4	0.0381972
