1	0
1.1	0
1.2	0
1.3	0
1.4	0
1.5	0
1.6	0
1.7	0
1.8	0
1.9	0
2	0
2.1	0
2.2	0.00141471
2.3	0.00565884
2.4	0.00848826
2.5	0.0141471
2.6	0.0198059
2.7	0.0240501
2.8	0.0297089
2.9	0.0311236
3	0.0353678
3.1	0.0353678
3.2	0.0396119
3.3	0.0466854
3.4	0.0466854
3.5	0.053759
3.6	0.0594178
3.7	0.0551737
3.8	0.0622473
3.9	0.0565884
4	0.0509296
4.1	0.0495149
4.2	0.0608326
4.3	0.0551737
4.4	0.0693208
4.5	0.063662
4.6	0.0721502
4.7	0.0664914
4.8	0.0679061
4.9	0.073565
5	0.0594178
5.1	0.0565884
5.2	0.0565884
5.3	0.0679061
5.4	0.0565884
5.5	0.0594178
5.6	0.0466854
5.7	0.0551737
5.8	0.0396119
5.9	0.0509296
6	0.0353678
6.1	0.0339531
6.2	0.0424413
6.3	0.0353678
6.4	0.0339531
6.5	0.0254648
6.6	0.0339531
6.7	0.0424413
6.8	0.0297089
6.9	0.0325383
7	0.0381972
7.1	0.0396119
7.2	0.0353678
7.3	0.0240501
7.4	0.0466854
7.5	0.0183912
7.6	0.0311236
7.7	0.0226354
7.8	0.0198059
7.9	0.0183912
8	0.0254648
8.1	0.0127324
8.2	0.0297089
8.3	0.0212207
8.4	0.0226354
8.5	0.00848826
8.6	0.0169765
8.7	0.0268795
8.8	0.0169765
8.9	0.0141471
9	0.0226354
9.1	0.0212207
9.2	0.0254648
9.3	0.0141471
9.4	0.0169765
9.5	0.00990297
9.6	0.0169765
9.7	0.0169765
9.8	0.00848826
9.9	0.0198059
10	0.0198059
10.1	0.0226354
10.2	0.0155618
10.3	0.0127324
10.4	0.0113177
10.5	0.0141471
10.6	0.0155618
10.7	0.0169765
10.8	0.0169765
10.9	0.0183912
11	0.00707355
11.1	0.0226354
11.2	0.0113177
11.3	0.0183912
11.4	0.0183912
11.5	0.00990297
11.6	0.0240501
11.7	0.0169765
11.8	0.00707355
11.9	0.0198059
12	0.0127324
12.1	0.0155618
12.2	0.0226354
12.3	0.0141471
12.4	0.00848826
12.5	0.0198059
12.6	0.0155618
12.7	0.0212207
12.8	0.0212207
12.9	0.0155618
13	0.0226354
13.1	0.0198059
13.2	0.0240501
13.3	0.0183912
13.4	0.0113177
13.5	0.0240501
13.6	0.0254648
13.7	0.0141471
13.8	0.0141471
13.9	0.0141471
14	0.0169765
14.1	0.0141471
14.2	0.0367825
14.3	0.0127324
14.4	0.0183912
14.5	0.0226354
14.6	0.0169765
14.7	0.0226354
14.8	0.0198059
14.9	0.0212207
15	0.0212207
15.1	0.0169765
15.2	0.0183912
15.3	0.0268795
15.4	0.0169765
15.5	0.0240501
15.6	0.0198059
15.7	0.0212207
15.8	0.00848826
15.9	0.0169765
16	0.0240501
16.1	0.0226354
16.2	0.0198059
16.3	0.0212207
16.4	0.0226354
16.5	0.0155618
16.6	0.0183912
16.7	0.0212207
16.8	0.0254648
16.9	0.0212207
17	0.0127324
17.1	0.0198059
17.2	0.0212207
17.3	0.0268795
17.4	0.0212207
17.5	0.0212207
17.6	0.0325383
17.7	0.0311236
17.8	0.0268795
17.9	0.0198059
18	0.0311236
18.1	0.0396119
18.2	0.0367825
18.3	0.0268795
18.4	0.0254648
18.5	0.0297089
18.6	0.0268795
18.7	0.0311236
18.8	0.0339531
18.9	0.0396119
19	0.0282942
19.1	0.0240501
19.2	0.0396119
19.3	0.0410266
19.4	0.0424413
19.5	0.0509296
19.6	0.0424413
19.7	0.0311236
19.8	0.0325383
19.9	0.0410266
20	0.0381972
20.1	0.0495149
20.2	0.0424413
20.3	0.0466854
20.4	0.0410266
20.5	0.0481002
20.6	0.0424413
20.7	0.0481002
20.8	0.0594178
20.9	0.0551737
21	0.0565884
21.1	0.0551737
21.2	0.0763944
21.3	0.0679061
21.4	0.063662
21.5	0.0664914
21.6	0.0721502
21.7	0.0749797
21.8	0.0679061
21.9	0.104689
22	0.0848826
22.1	0.097615
22.2	0.0990297
22.3	0.0806385
22.4	0.0848826
22.5	0.0877121
22.6	0.0664914
22.7	0.097615
22.8	0.0778091
22.9	0.0664914
23	0.0834679
23.1	0.0778091
23.2	0.0664914
23.3	0.063662
23.4	0.0565884
23.5	0.0282942
23.6	0.0268795
23.7	0.0141471
23.8	0.00565884
23.9	0.00990297
24	0.00707355
24.1	0.00565884
24.2	0.00141471
24.3	0.00282942
24.4	0.00282942
24.5	0.00141471
24.6	0.00707355
24.7	0
24.8	0.00424413
24.9	0
25	0
25.1	0.00141471
25.2	0
25.3	0.00141471
25.4	0
25.5	0.00141471
25.6	0.00424413
25.7	0.00141471
25.8	0.00282942
25.9	0.00141471
26	0
26.1	0
26.2	0
26.3	0.00141471
26.4	0
26.5	0
26.6	0.00141471
26.7	0.00141471
26.8	0
26.9	0
27	0
27.1	0
27.2	0
27.3	0
27.4	0
27.5	0
27.6	0
27.7	0
27.8	0
27.9	0
28	0
28.1	0
28.2	0
28.3	0.00141471
28.4	0
28.5	0.00141471
28.6	0
28.7	0
28.8	0
28.9	0
29	0
29.1	0
29.2	0.00141471
29.3	0
29.4	0
29.5	0
